Date,Ticker,Open,High,Low,Close,Volume,OpenInterest,Weekday,EvenYear,ReturnPoints,ReturnPercentage,PositiveYear
2017-01-01,SBILIFE,698.35,707.8,629.0,695.35,31378780,464081440,Sunday,False,,,False
2018-01-01,SBILIFE,694.0,774.6,485.0,597.85,92620955,101600416,Monday,True,-97.5,-14.02,False
2019-01-01,SBILIFE,595.25,1030.0,515.55,961.6,369608823,388043104,Tuesday,False,363.75,60.84,True
2020-01-01,SBILIFE,965.0,1020.0,519.4,904.25,372410116,1016237760,Wednesday,True,-57.35000000000002,-5.96,False
2021-01-01,SBILIFE,903.0,1273.9,838.0,1196.0,493399968,1008381056,Friday,False,291.75,32.26,True
2022-01-01,SBILIFE,1196.0,1340.35,1003.5,1231.3,2200124446,0,Saturday,True,35.299999999999955,2.95,True
2023-01-01,SBILIFE,1230.0,1330.0,1054.0,1140.1,105719869,0,Sunday,False,-91.20000000000005,-7.41,False
