Date,Ticker,Open,High,Low,Close,Volume,OpenInterest,Weekday,EvenMonth,ReturnPoints,ReturnPercentage,PositiveMonth,EvenYear,YearlyReturnPoints,YearlyReturnPercentage,PositiveYear
2001-06-01,GODREJCP,4.91,4.97,3.71,4.08,2720676,768512,Friday,True,,,False,False,,,False
2001-07-01,GODREJCP,4.37,4.37,3.4,3.88,700308,88073,Sunday,False,-0.20000000000000018,-4.9,False,False,,,False
2001-08-01,GODREJCP,3.88,4.77,3.63,4.25,865620,31875,Wednesday,True,0.3700000000000001,9.54,True,False,,,False
2001-09-01,GODREJCP,4.42,4.42,3.38,4.15,684492,257954,Saturday,False,-0.09999999999999964,-2.35,False,False,,,False
2001-10-01,GODREJCP,4.25,5.14,3.83,4.92,3336756,381435,Monday,True,0.7699999999999996,18.55,True,False,,,False
2001-11-01,GODREJCP,4.96,5.15,4.0,4.35,2974896,735054,Thursday,False,-0.5700000000000003,-11.59,False,False,,,False
2001-12-01,GODREJCP,4.48,4.96,4.07,4.54,2237376,2494246,Saturday,True,0.1900000000000004,4.37,True,False,,,False
2002-01-01,GODREJCP,4.58,5.33,4.33,4.4,6126780,1621746,Tuesday,False,-0.13999999999999968,-3.08,False,True,3.3099999999999996,72.91,True
2002-02-01,GODREJCP,4.42,4.92,4.34,4.48,8181108,5651711,Friday,True,0.08000000000000007,1.82,True,True,3.3099999999999996,72.91,True
2002-03-01,GODREJCP,4.79,5.42,4.48,5.3,14298792,2164181,Friday,False,0.8199999999999994,18.3,True,True,3.3099999999999996,72.91,True
2002-04-01,GODREJCP,5.29,6.6,4.92,6.41,7725060,8652489,Monday,True,1.1100000000000003,20.94,True,True,3.3099999999999996,72.91,True
2002-05-01,GODREJCP,6.5,7.25,5.83,6.35,8254476,1226481,Wednesday,False,-0.0600000000000005,-0.94,False,True,3.3099999999999996,72.91,True
2002-06-01,GODREJCP,6.18,8.14,6.17,7.76,6747132,2279940,Saturday,True,1.4100000000000001,22.2,True,True,3.3099999999999996,72.91,True
2002-07-01,GODREJCP,7.9,9.63,7.08,7.9,15632508,4808326,Monday,False,0.14000000000000057,1.8,True,True,3.3099999999999996,72.91,True
2002-08-01,GODREJCP,7.87,10.37,7.47,10.02,7365864,10326382,Thursday,True,2.119999999999999,26.84,True,True,3.3099999999999996,72.91,True
2002-09-01,GODREJCP,10.0,10.0,8.52,9.28,4482324,5775979,Sunday,False,-0.7400000000000002,-7.39,False,True,3.3099999999999996,72.91,True
2002-10-01,GODREJCP,9.17,9.57,8.58,8.87,2503392,526574,Tuesday,True,-0.41000000000000014,-4.42,False,True,3.3099999999999996,72.91,True
2002-11-01,GODREJCP,8.92,9.42,8.71,8.81,2527848,252200,Friday,False,-0.05999999999999872,-0.68,False,True,3.3099999999999996,72.91,True
2002-12-01,GODREJCP,8.83,9.08,7.68,7.85,2074920,926457,Sunday,True,-0.9600000000000009,-10.9,False,True,3.3099999999999996,72.91,True
2003-01-01,GODREJCP,8.0,9.17,7.75,8.33,3088764,797000,Wednesday,False,0.4800000000000004,6.11,True,False,6.9,87.9,True
2003-02-01,GODREJCP,8.25,9.2,8.0,9.12,3359544,1695262,Saturday,True,0.7899999999999991,9.48,True,False,6.9,87.9,True
2003-03-01,GODREJCP,9.13,9.17,8.33,8.73,1871880,1639602,Saturday,False,-0.3899999999999988,-4.28,False,False,6.9,87.9,True
2003-04-01,GODREJCP,8.67,9.29,8.17,8.39,2065752,632497,Tuesday,True,-0.33999999999999986,-3.89,False,False,6.9,87.9,True
2003-05-01,GODREJCP,8.17,9.24,8.17,9.2,3253596,842302,Thursday,False,0.8099999999999987,9.65,True,False,6.9,87.9,True
2003-06-01,GODREJCP,9.17,10.46,9.0,10.35,5401956,2200948,Sunday,True,1.1500000000000004,12.5,True,False,6.9,87.9,True
2003-07-01,GODREJCP,10.38,11.67,9.75,10.14,3890712,8156821,Tuesday,False,-0.20999999999999908,-2.03,False,False,6.9,87.9,True
2003-08-01,GODREJCP,10.04,12.08,9.58,11.36,8429292,3934436,Friday,True,1.2199999999999989,12.03,True,False,6.9,87.9,True
2003-09-01,GODREJCP,10.46,12.87,10.46,11.58,3768732,377246,Monday,False,0.22000000000000064,1.94,True,False,6.9,87.9,True
2003-10-01,GODREJCP,11.67,12.71,11.33,12.11,3607392,1159203,Wednesday,True,0.5299999999999994,4.58,True,False,6.9,87.9,True
2003-11-01,GODREJCP,11.83,13.04,11.17,12.24,2684160,1124724,Saturday,False,0.13000000000000078,1.07,True,False,6.9,87.9,True
2003-12-01,GODREJCP,12.48,15.42,12.09,14.75,5144256,1503898,Monday,True,2.51,20.51,True,False,6.9,87.9,True
2004-01-01,GODREJCP,15.0,17.5,12.79,14.38,3672132,1489883,Thursday,False,-0.3699999999999992,-2.51,False,True,10.190000000000001,69.08,True
2004-02-01,GODREJCP,14.57,17.08,14.17,15.67,2905536,900896,Sunday,True,1.2899999999999991,8.97,True,True,10.190000000000001,69.08,True
2004-03-01,GODREJCP,15.75,15.92,11.67,13.7,3466368,2060394,Monday,False,-1.9700000000000006,-12.57,False,True,10.190000000000001,69.08,True
2004-04-01,GODREJCP,13.58,16.67,12.79,15.36,1487784,1811423,Thursday,True,1.6600000000000001,12.12,True,True,10.190000000000001,69.08,True
2004-05-01,GODREJCP,15.42,17.67,15.25,16.98,4300956,1306736,Saturday,False,1.620000000000001,10.55,True,True,10.190000000000001,69.08,True
2004-06-01,GODREJCP,16.51,17.33,15.83,16.63,1166340,340946,Tuesday,True,-0.3500000000000014,-2.06,False,True,10.190000000000001,69.08,True
2004-07-01,GODREJCP,16.5,16.83,15.83,16.55,1477104,1604887,Thursday,False,-0.0799999999999983,-0.48,False,True,10.190000000000001,69.08,True
2004-08-01,GODREJCP,16.66,18.67,16.5,18.09,1313640,934617,Sunday,True,1.5399999999999991,9.31,True,True,10.190000000000001,69.08,True
2004-09-01,GODREJCP,18.17,19.17,16.51,18.53,1494924,5342981,Wednesday,False,0.4400000000000013,2.43,True,True,10.190000000000001,69.08,True
2004-10-01,GODREJCP,18.35,19.0,16.67,18.57,1273644,985220,Friday,True,0.03999999999999915,0.22,True,True,10.190000000000001,69.08,True
2004-11-01,GODREJCP,18.33,21.42,18.33,20.38,2690244,1266294,Monday,False,1.8099999999999987,9.75,True,True,10.190000000000001,69.08,True
2004-12-01,GODREJCP,19.34,26.75,19.01,24.94,3319992,8206632,Wednesday,True,4.560000000000002,22.37,True,True,10.190000000000001,69.08,True
2005-01-01,GODREJCP,25.13,28.2,22.33,23.28,2076612,1550674,Saturday,False,-1.6600000000000001,-6.66,False,False,18.94,75.94,True
2005-02-01,GODREJCP,22.5,23.75,21.26,23.01,2209104,1149060,Tuesday,True,-0.2699999999999996,-1.16,False,False,18.94,75.94,True
2005-03-01,GODREJCP,23.21,25.92,23.02,25.84,2211228,1265314,Tuesday,False,2.8299999999999983,12.3,True,False,18.94,75.94,True
2005-04-01,GODREJCP,25.92,26.5,21.28,23.25,1100316,1578307,Friday,True,-2.59,-10.02,False,False,18.94,75.94,True
2005-05-01,GODREJCP,23.66,29.89,22.94,28.92,8427228,8015353,Sunday,False,5.670000000000002,24.39,True,False,18.94,75.94,True
2005-06-01,GODREJCP,28.7,29.08,25.19,27.09,5188608,3409324,Wednesday,True,-1.8300000000000018,-6.33,False,False,18.94,75.94,True
2005-07-01,GODREJCP,27.01,35.33,26.69,33.96,5810232,11941622,Friday,False,6.870000000000001,25.36,True,False,18.94,75.94,True
2005-08-01,GODREJCP,34.08,43.42,33.1,38.44,5009736,875914,Monday,True,4.479999999999997,13.19,True,False,18.94,75.94,True
2005-09-01,GODREJCP,38.33,39.46,35.2,37.79,2547600,5183505,Thursday,False,-0.6499999999999986,-1.69,False,False,18.94,75.94,True
2005-10-01,GODREJCP,37.92,39.17,34.89,37.7,3074196,2002554,Saturday,True,-0.0899999999999963,-0.24,False,False,18.94,75.94,True
2005-11-01,GODREJCP,38.53,41.75,37.18,41.03,3284808,4280926,Tuesday,False,3.3299999999999983,8.83,True,False,18.94,75.94,True
2005-12-01,GODREJCP,41.0,49.17,40.0,43.88,3131988,2579287,Thursday,True,2.8500000000000014,6.95,True,False,18.94,75.94,True
2006-01-01,GODREJCP,43.85,49.58,43.33,46.46,2292960,3541558,Sunday,False,2.5799999999999983,5.88,True,True,6.199999999999996,14.13,True
2006-02-01,GODREJCP,45.83,54.08,44.68,52.33,2645988,16824582,Wednesday,True,5.869999999999997,12.63,True,True,6.199999999999996,14.13,True
2006-03-01,GODREJCP,52.5,64.5,51.93,60.87,5957940,43099472,Wednesday,False,8.54,16.32,True,True,6.199999999999996,14.13,True
2006-04-01,GODREJCP,61.67,66.49,50.0,59.81,4970400,8745066,Saturday,True,-1.0599999999999952,-1.74,False,True,6.199999999999996,14.13,True
2006-05-01,GODREJCP,61.58,65.42,52.5,58.09,7622904,32537142,Monday,False,-1.7199999999999989,-2.88,False,True,6.199999999999996,14.13,True
2006-06-01,GODREJCP,56.67,60.0,41.67,53.87,4455228,3360894,Thursday,True,-4.220000000000006,-7.26,False,True,6.199999999999996,14.13,True
2006-07-01,GODREJCP,55.0,60.42,50.09,51.33,2839596,2387000,Saturday,False,-2.539999999999999,-4.72,False,True,6.199999999999996,14.13,True
2006-08-01,GODREJCP,51.55,64.67,50.5,59.02,4380237,6494017,Tuesday,True,7.690000000000005,14.98,True,True,6.199999999999996,14.13,True
2006-09-01,GODREJCP,59.5,62.13,52.3,61.1,7121415,18231934,Friday,False,2.0799999999999983,3.52,True,True,6.199999999999996,14.13,True
