Date,Ticker,Open,High,Low,Close,Volume,OpenInterest,Weekday,EvenMonth,ReturnPoints,ReturnPercentage,PositiveMonth,EvenYear,YearlyReturnPoints,YearlyReturnPercentage,PositiveYear
2016-12-01,LAURUSLABS,97.98,99.78,90.44,96.17,130066145,78307384,Thursday,True,,,False,True,,,False
2017-01-01,LAURUSLABS,96.4,99.94,92.56,94.95,18025170,36992520,Sunday,False,-1.2199999999999989,-1.27,False,False,12.409999999999997,12.9,True
2017-02-01,LAURUSLABS,94.1,117.0,93.4,101.99,47744305,56319388,Wednesday,True,7.039999999999992,7.41,True,False,12.409999999999997,12.9,True
2017-03-01,LAURUSLABS,102.57,107.96,99.26,103.24,14049700,37585556,Wednesday,False,1.25,1.23,True,False,12.409999999999997,12.9,True
2017-04-01,LAURUSLABS,103.4,106.77,100.5,103.98,11885705,15966650,Saturday,True,0.7400000000000091,0.72,True,False,12.409999999999997,12.9,True
2017-05-01,LAURUSLABS,102.61,118.78,102.61,114.5,17711910,227080976,Monday,False,10.519999999999996,10.12,True,False,12.409999999999997,12.9,True
2017-06-01,LAURUSLABS,115.0,126.9,113.84,123.03,19955140,41468492,Thursday,True,8.530000000000001,7.45,True,False,12.409999999999997,12.9,True
2017-07-01,LAURUSLABS,123.4,128.0,114.31,116.14,10629645,42650672,Saturday,False,-6.890000000000001,-5.6,False,False,12.409999999999997,12.9,True
2017-08-01,LAURUSLABS,115.48,119.0,83.78,105.47,8443475,100325168,Tuesday,True,-10.670000000000002,-9.19,False,False,12.409999999999997,12.9,True
2017-09-01,LAURUSLABS,105.2,113.6,100.98,101.43,9281340,29213362,Friday,False,-4.039999999999992,-3.83,False,False,12.409999999999997,12.9,True
2017-10-01,LAURUSLABS,104.4,111.39,100.45,107.68,6075140,11109346,Sunday,True,6.25,6.16,True,False,12.409999999999997,12.9,True
2017-11-01,LAURUSLABS,107.02,111.57,102.94,105.08,10055975,25737246,Wednesday,False,-2.6000000000000085,-2.41,False,False,12.409999999999997,12.9,True
2017-12-01,LAURUSLABS,109.8,115.98,99.8,108.58,15660375,31303616,Friday,True,3.5,3.33,True,False,12.409999999999997,12.9,True
2018-01-01,LAURUSLABS,109.6,113.0,101.6,103.32,10761475,41020104,Monday,False,-5.260000000000005,-4.84,False,True,-32.67,-30.09,False
2018-02-01,LAURUSLABS,103.41,109.98,98.24,108.71,6913980,41795732,Thursday,True,5.390000000000001,5.22,True,True,-32.67,-30.09,False
2018-03-01,LAURUSLABS,108.71,109.53,99.0,100.57,5887065,21225802,Thursday,False,-8.14,-7.49,False,True,-32.67,-30.09,False
2018-04-01,LAURUSLABS,101.04,104.0,99.38,102.26,9349145,25098694,Sunday,True,1.690000000000012,1.68,True,True,-32.67,-30.09,False
2018-05-01,LAURUSLABS,103.05,103.96,87.41,94.39,9287470,8301129,Tuesday,False,-7.8700000000000045,-7.7,False,True,-32.67,-30.09,False
2018-06-01,LAURUSLABS,94.01,101.98,89.72,92.38,8288805,16673204,Friday,True,-2.010000000000005,-2.13,False,True,-32.67,-30.09,False
2018-07-01,LAURUSLABS,92.48,100.62,88.04,90.94,1909430,4684320,Sunday,False,-1.4399999999999977,-1.56,False,True,-32.67,-30.09,False
2018-08-01,LAURUSLABS,90.78,94.4,85.4,87.69,19826230,71454640,Wednesday,True,-3.25,-3.57,False,True,-32.67,-30.09,False
2018-09-01,LAURUSLABS,87.9,89.36,82.96,86.54,7693390,37741824,Saturday,False,-1.1499999999999915,-1.31,False,True,-32.67,-30.09,False
2018-10-01,LAURUSLABS,85.8,87.0,66.06,68.17,8524110,51025928,Monday,True,-18.370000000000005,-21.23,False,True,-32.67,-30.09,False
2018-11-01,LAURUSLABS,68.72,80.87,68.62,76.8,3623645,9217920,Thursday,False,8.629999999999995,12.66,True,True,-32.67,-30.09,False
2018-12-01,LAURUSLABS,77.34,80.0,73.0,75.91,1264100,1926975,Saturday,True,-0.8900000000000006,-1.16,False,True,-32.67,-30.09,False
2019-01-01,LAURUSLABS,75.81,77.4,70.04,74.06,3596285,9575587,Tuesday,False,-1.8499999999999943,-2.44,False,False,-3.9599999999999937,-5.22,False
2019-02-01,LAURUSLABS,72.2,74.51,64.27,66.69,2105190,2594908,Friday,True,-7.3700000000000045,-9.95,False,False,-3.9599999999999937,-5.22,False
2019-03-01,LAURUSLABS,66.6,82.41,66.46,79.91,35454600,54155404,Friday,False,13.219999999999999,19.82,True,False,-3.9599999999999937,-5.22,False
2019-04-01,LAURUSLABS,80.74,81.7,75.45,76.46,5371025,23968680,Monday,True,-3.450000000000003,-4.32,False,False,-3.9599999999999937,-5.22,False
2019-05-01,LAURUSLABS,76.1,81.5,70.48,72.11,5096090,10625408,Wednesday,False,-4.349999999999994,-5.69,False,False,-3.9599999999999937,-5.22,False
2019-06-01,LAURUSLABS,72.01,73.19,64.4,67.34,2725930,4630299,Saturday,True,-4.769999999999996,-6.61,False,False,-3.9599999999999937,-5.22,False
2019-07-01,LAURUSLABS,67.51,73.78,66.2,67.18,3370150,6220868,Monday,False,-0.1599999999999966,-0.24,False,False,-3.9599999999999937,-5.22,False
2019-08-01,LAURUSLABS,68.6,69.59,62.81,65.75,3151880,1887025,Thursday,True,-1.4300000000000068,-2.13,False,False,-3.9599999999999937,-5.22,False
2019-09-01,LAURUSLABS,66.53,75.38,64.2,74.87,2921410,17140364,Sunday,False,9.120000000000005,13.87,True,False,-3.9599999999999937,-5.22,False
2019-10-01,LAURUSLABS,74.2,75.25,60.66,73.96,5232450,25694442,Tuesday,True,-0.9100000000000108,-1.22,False,False,-3.9599999999999937,-5.22,False
