Date,Ticker,Open,High,Low,Close,Volume,OpenInterest,Weekday,EvenMonth,ReturnPoints,ReturnPercentage,PositiveMonth,EvenYear,YearlyReturnPoints,YearlyReturnPercentage,PositiveYear
2016-08-01,RBLBANK,274.2,305.5,274.2,299.4,79264512,23731793920,Monday,True,,,False,True,,,False
2016-09-01,RBLBANK,302.5,316.5,281.55,291.2,46515185,197654336,Thursday,False,-8.199999999999989,-2.74,False,True,,,False
2016-10-01,RBLBANK,298.5,399.5,295.0,390.6,53100058,2436099584,Saturday,True,99.40000000000003,34.13,True,True,,,False
2016-11-01,RBLBANK,396.2,404.4,330.0,363.75,53488679,811742336,Tuesday,False,-26.850000000000023,-6.87,False,True,,,False
2016-12-01,RBLBANK,367.0,367.0,325.1,335.1,21007265,255108288,Thursday,True,-28.649999999999977,-7.88,False,True,,,False
2017-01-01,RBLBANK,338.7,411.6,333.2,382.15,26856524,366258656,Sunday,False,47.049999999999955,14.04,True,False,175.0,52.22,True
2017-02-01,RBLBANK,382.95,488.0,382.2,476.7,38162137,1599779072,Wednesday,True,94.55000000000001,24.74,True,False,175.0,52.22,True
2017-03-01,RBLBANK,479.9,509.95,452.0,494.55,30845037,786641600,Wednesday,False,17.850000000000023,3.74,True,False,175.0,52.22,True
2017-04-01,RBLBANK,497.9,599.4,495.8,564.45,47758645,830771072,Saturday,True,69.90000000000003,14.13,True,False,175.0,52.22,True
2017-05-01,RBLBANK,570.0,600.9,495.85,527.7,41144533,1619300736,Monday,False,-36.75,-6.51,False,False,175.0,52.22,True
2017-06-01,RBLBANK,533.0,558.0,492.25,507.75,29747877,845694720,Thursday,True,-19.950000000000045,-3.78,False,False,175.0,52.22,True
2017-07-01,RBLBANK,507.95,551.75,495.0,534.75,31298729,443878848,Saturday,False,27.0,5.32,True,False,175.0,52.22,True
2017-08-01,RBLBANK,537.85,546.8,474.95,544.6,43323351,2794712320,Tuesday,True,9.850000000000023,1.84,True,False,175.0,52.22,True
2017-09-01,RBLBANK,544.0,548.5,496.65,506.95,27220387,573347264,Friday,False,-37.650000000000034,-6.91,False,False,175.0,52.22,True
