Date,Ticker,Open,High,Low,Close,Volume,OpenInterest,Weekday,EvenYear,ReturnPoints,ReturnPercentage,PositiveYear
2002-01-01,OFSS,275.0,457.35,200.5,439.2,26168920,382011776,Tuesday,True,,,False
2003-01-01,OFSS,443.85,895.0,387.58,846.0,107489406,82029856,Wednesday,False,406.8,92.62,True
2004-01-01,OFSS,850.0,885.0,340.0,635.35,31117913,164609008,Thursday,True,-210.64999999999998,-24.9,False
2005-01-01,OFSS,645.0,1088.9,505.25,1074.35,53246923,360463744,Saturday,False,438.9999999999999,69.1,True
2006-01-01,OFSS,1071.0,2090.0,832.0,1950.1,57218900,177780864,Sunday,True,875.75,81.51,True
2007-01-01,OFSS,1970.0,2635.0,1240.55,1509.55,12666942,27650428,Monday,False,-440.54999999999995,-22.59,False
2008-01-01,OFSS,1514.0,1679.9,405.0,457.95,19240624,8481234,Tuesday,True,-1051.6,-69.66,False
2009-01-01,OFSS,460.0,2357.3,416.0,2318.05,24234794,495045088,Thursday,False,1860.1000000000001,406.18,True
2010-01-01,OFSS,2325.0,2550.0,1986.0,2338.4,16205589,162495408,Friday,True,20.34999999999991,0.88,True
2011-01-01,OFSS,2348.0,2400.0,1699.0,1857.45,10701533,20348364,Saturday,False,-480.95000000000005,-20.57,False
2012-01-01,OFSS,1845.0,3339.8,1840.0,3293.35,17317937,316448128,Sunday,True,1435.8999999999999,77.3,True
2013-01-01,OFSS,3299.8,3415.0,2350.0,3298.15,11852065,84132504,Tuesday,False,4.800000000000182,0.15,True
2014-01-01,OFSS,3297.55,4180.0,2770.0,3362.55,8552695,32327556,Wednesday,True,64.40000000000009,1.95,True
2015-01-01,OFSS,3358.0,4444.0,3136.1,3732.6,9741193,137102128,Thursday,False,370.0499999999997,11.01,True
2016-01-01,OFSS,3732.0,3985.1,2808.4,3125.8,9377345,72237240,Friday,True,-606.7999999999997,-16.26,False
2017-01-01,OFSS,3105.0,4165.0,3097.15,4098.05,7583371,65363896,Sunday,False,972.25,31.1,True
2018-01-01,OFSS,4100.0,4658.4,3321.35,3707.75,12612816,76935816,Monday,True,-390.3000000000002,-9.52,False
2019-01-01,OFSS,3700.1,3938.95,2336.2,2739.65,6699787,31190914,Tuesday,False,-968.0999999999999,-26.11,False
2020-01-01,OFSS,2739.65,3400.0,1506.0,3212.5,14652513,134796496,Wednesday,True,472.8499999999999,17.26,True
2021-01-01,OFSS,3192.0,5145.0,2931.05,3961.2,32716519,404331552,Friday,False,748.6999999999998,23.31,True
2022-01-01,OFSS,3965.0,4230.0,2883.25,3023.35,194721437,0,Saturday,True,-937.8499999999999,-23.68,False
2023-01-01,OFSS,3010.1,3590.95,2984.25,3561.85,5459758,0,Sunday,False,538.5,17.81,True
