Date,Ticker,Open,High,Low,Close,Volume,OpenInterest,Weekday,EvenYear,ReturnPoints,ReturnPercentage,PositiveYear
1994-01-01,HDFC,27.5,28.0,23.42,25.72,1403000,77166,Saturday,True,,,False
1995-01-01,HDFC,25.5,28.68,18.25,27.04,39722000,2919888,Sunday,False,1.3200000000000003,5.13,True
1996-01-01,HDFC,27.04,33.47,19.5,22.09,96087000,1413792,Monday,True,-4.949999999999999,-18.31,False
1997-01-01,HDFC,22.8,47.7,22.65,31.56,206365000,43611080,Wednesday,False,9.469999999999999,42.87,True
1998-01-01,HDFC,31.35,34.8,21.12,21.91,137521700,9712703,Thursday,True,-9.649999999999999,-30.58,False
1999-01-01,HDFC,21.75,32.44,18.75,27.17,403212960,29393024,Friday,False,5.260000000000002,24.01,True
2000-01-01,HDFC,29.35,58.23,27.33,54.18,546346450,15135724,Saturday,True,27.009999999999998,99.41,True
2001-01-01,HDFC,53.81,72.81,49.31,66.61,188960960,15607389,Monday,False,12.43,22.94,True
2002-01-01,HDFC,66.51,77.4,54.19,71.67,141990225,10555916,Tuesday,True,5.060000000000002,7.6,True
2003-01-01,HDFC,71.7,140.0,58.64,129.11,259452025,104080088,Wednesday,False,57.44000000000001,80.15,True
2004-01-01,HDFC,129.18,161.58,90.0,153.81,400546810,119692632,Thursday,True,24.69999999999999,19.13,True
2005-01-01,HDFC,154.2,261.99,135.42,241.4,470371155,225624512,Saturday,False,87.59,56.95,True
2006-01-01,HDFC,239.0,347.48,192.4,325.38,579532551,351221696,Sunday,True,83.97999999999999,34.79,True
2007-01-01,HDFC,326.0,643.0,280.0,575.55,716815074,393117920,Monday,False,250.16999999999996,76.89,True
2008-01-01,HDFC,582.4,652.4,240.0,297.28,1443295194,1862695552,Tuesday,True,-278.27,-48.35,False
2009-01-01,HDFC,300.0,573.14,223.8,535.16,1413572339,1210812928,Thursday,False,237.88,80.02,True
2010-01-01,HDFC,538.96,860.8,389.93,728.35,779286244,1218590720,Friday,True,193.19000000000005,36.1,True
2011-01-01,HDFC,737.9,738.8,582.3,652.05,648690684,1200531584,Saturday,False,-76.30000000000007,-10.48,False
2012-01-01,HDFC,650.0,882.3,610.5,828.85,906408899,806121280,Sunday,True,176.80000000000007,27.11,True
2013-01-01,HDFC,834.65,931.4,632.2,794.65,771214256,1057323200,Tuesday,False,-34.200000000000045,-4.13,False
2014-01-01,HDFC,798.25,1177.8,755.0,1135.9,694494923,1660467712,Wednesday,True,341.2500000000001,42.94,True
2015-01-01,HDFC,1130.0,1402.3,1093.2,1263.75,669874611,4064115200,Thursday,False,127.84999999999991,11.26,True
2016-01-01,HDFC,1261.0,1464.0,1011.45,1262.6,684562063,1753551872,Friday,True,-1.150000000000091,-0.09,False
2017-01-01,HDFC,1272.0,1804.0,1197.25,1710.4,652517555,3726424576,Sunday,False,447.8000000000002,35.47,True
2018-01-01,HDFC,1710.0,2052.95,1644.5,1968.35,717966285,4507507712,Monday,True,257.9499999999998,15.08,True
2019-01-01,HDFC,1968.0,2459.3,1820.0,2412.55,836806113,5453267968,Tuesday,False,444.2000000000003,22.57,True
2020-01-01,HDFC,2418.0,2575.0,1473.45,2558.65,1364767354,12681690112,Wednesday,True,146.0999999999999,6.06,True
2021-01-01,HDFC,2549.0,3021.1,2354.0,2586.45,818102600,5920557568,Friday,False,27.799999999999727,1.09,True
2022-01-01,HDFC,2594.0,2933.8,2026.0,2637.6,8378662504,0,Saturday,True,51.15000000000009,1.98,True
2023-01-01,HDFC,2626.1,2827.95,2502.05,2775.6,248102908,0,Sunday,False,138.0,5.23,True
