Date,Ticker,Open,High,Low,Close,Volume,OpenInterest,Weekday,EvenMonth,ReturnPoints,ReturnPercentage,PositiveMonth,EvenYear,YearlyReturnPoints,YearlyReturnPercentage,PositiveYear
1994-11-01,HDFC,27.5,28.0,26.7,27.72,52000,748440,Tuesday,False,,,False,True,,,False
1994-12-01,HDFC,27.25,27.25,23.42,25.72,1351000,77166,Thursday,True,-2.0,-7.22,False,True,,,False
1995-01-01,HDFC,25.5,25.8,21.3,22.5,332000,157500,Sunday,False,-3.219999999999999,-12.52,False,False,1.3200000000000003,5.13,True
1995-02-01,HDFC,23.0,23.15,18.8,20.98,3298000,34105352,Wednesday,True,-1.5199999999999996,-6.76,False,False,1.3200000000000003,5.13,True
1995-03-01,HDFC,21.25,23.6,20.0,20.33,493000,365850,Wednesday,False,-0.6500000000000021,-3.1,False,False,1.3200000000000003,5.13,True
1995-04-01,HDFC,20.3,21.75,19.05,19.45,1282000,466800,Saturday,True,-0.879999999999999,-4.33,False,False,1.3200000000000003,5.13,True
1995-05-01,HDFC,19.1,22.5,18.25,21.2,12630000,1356960,Monday,False,1.75,9.0,True,False,1.3200000000000003,5.13,True
1995-06-01,HDFC,21.35,24.3,21.0,23.32,2869000,699600,Thursday,True,2.120000000000001,10.0,True,False,1.3200000000000003,5.13,True
1995-07-01,HDFC,23.11,25.0,21.96,24.5,5994000,3895262,Saturday,False,1.1799999999999997,5.06,True,False,1.3200000000000003,5.13,True
1995-08-01,HDFC,24.5,25.25,24.07,25.1,2844000,1430643,Tuesday,True,0.6000000000000014,2.45,True,False,1.3200000000000003,5.13,True
1995-09-01,HDFC,25.05,26.11,24.95,25.97,3439000,1402542,Friday,False,0.8699999999999974,3.47,True,False,1.3200000000000003,5.13,True
1995-10-01,HDFC,26.11,28.68,26.0,27.37,2049000,1642050,Sunday,True,1.4000000000000021,5.39,True,False,1.3200000000000003,5.13,True
1995-11-01,HDFC,27.5,27.6,23.51,23.97,2134000,910860,Wednesday,False,-3.400000000000002,-12.42,False,False,1.3200000000000003,5.13,True
1995-12-01,HDFC,23.97,27.25,23.9,27.04,2358000,2919888,Friday,True,3.0700000000000003,12.81,True,False,1.3200000000000003,5.13,True
1996-01-01,HDFC,27.04,27.3,24.0,26.52,24482000,6709813,Monday,False,-0.5199999999999996,-1.92,False,True,-4.949999999999999,-18.31,False
1996-02-01,HDFC,26.52,29.0,26.0,27.74,5388000,28708312,Thursday,True,1.2199999999999989,4.6,True,True,-4.949999999999999,-18.31,False
1996-03-01,HDFC,27.74,33.47,21.0,32.17,13266000,56876560,Friday,False,4.430000000000003,15.97,True,True,-4.949999999999999,-18.31,False
1996-04-01,HDFC,32.17,32.75,29.81,30.49,6996000,4055569,Monday,True,-1.6800000000000033,-5.22,False,True,-4.949999999999999,-18.31,False
1996-05-01,HDFC,30.49,32.24,27.1,28.85,12424000,1067450,Wednesday,False,-1.639999999999997,-5.38,False,True,-4.949999999999999,-18.31,False
1996-06-01,HDFC,28.85,32.5,28.07,29.45,5496000,7392703,Saturday,True,0.5999999999999979,2.08,True,True,-4.949999999999999,-18.31,False
1996-07-01,HDFC,29.7,29.7,23.6,24.39,8426000,2511913,Monday,False,-5.059999999999999,-17.18,False,True,-4.949999999999999,-18.31,False
1996-08-01,HDFC,24.9,27.9,24.7,27.4,5211000,7754624,Thursday,True,3.009999999999998,12.34,True,True,-4.949999999999999,-18.31,False
1996-09-01,HDFC,27.35,27.54,23.5,23.5,7407000,352463,Sunday,False,-3.8999999999999986,-14.23,False,True,-4.949999999999999,-18.31,False
1996-10-01,HDFC,23.15,24.5,19.5,23.58,3544000,4197240,Tuesday,True,0.0799999999999983,0.34,True,True,-4.949999999999999,-18.31,False
1996-11-01,HDFC,23.5,23.9,21.0,21.25,1791000,5334001,Friday,False,-2.3299999999999983,-9.88,False,True,-4.949999999999999,-18.31,False
