Date,Ticker,Open,High,Low,Close,Volume,OpenInterest,Weekday,WeekNumberMonthly,WeekNumberYearly,EvenWeekNumberMonthly,EvenWeekNumberYearly,ReturnPoints,ReturnPercentage,PositiveWeek,EvenMonth,MonthlyReturnPoints,MonthlyReturnPercentage,PositiveMonth,EvenYear,YearlyReturnPoints,YearlyReturnPercentage,PositiveYear
1994-11-07,AMBUJACEM,24.67,24.67,22.33,22.33,4500,33500.0,Monday,,,False,False,,,False,False,,,False,True,,,False
1994-11-14,AMBUJACEM,22.33,23.0,22.0,23.0,10500,138000.0,Monday,,,False,False,0.6700000000000017,3.0,True,False,,,False,True,,,False
1994-11-21,AMBUJACEM,22.0,22.83,22.0,22.83,4500,68500.0,Monday,,,False,False,-0.1700000000000017,-0.74,False,False,,,False,True,,,False
1994-11-28,AMBUJACEM,22.14,22.67,22.0,22.67,10500,102000.0,Monday,,,False,False,-0.1599999999999966,-0.7,False,False,,,False,True,,,False
1994-12-05,,,,,,0,,Monday,1,,False,False,,,False,True,-2.0700000000000003,-9.41,False,True,,,False
1994-12-12,AMBUJACEM,21.33,22.0,21.33,21.67,9000,162500.0,Monday,2,,True,False,,,False,True,-2.0700000000000003,-9.41,False,True,,,False
1994-12-19,AMBUJACEM,20.67,20.67,20.07,20.33,22500,30500.0,Monday,3,,False,False,-1.3400000000000034,-6.18,False,True,-2.0700000000000003,-9.41,False,True,,,False
1994-12-26,AMBUJACEM,20.67,20.67,19.93,19.93,82500,1495000.0,Monday,4,,True,False,-0.3999999999999986,-1.97,False,True,-2.0700000000000003,-9.41,False,True,,,False
1995-01-02,AMBUJACEM,20.74,20.74,19.33,19.33,31500,435000.0,Monday,1,1,False,False,-0.6000000000000014,-3.01,False,False,0.21000000000000085,1.05,True,False,-1.8299999999999983,-9.18,False
1995-01-09,AMBUJACEM,20.0,20.0,19.33,20.0,412500,180000.0,Monday,2,2,True,True,0.6700000000000017,3.47,True,False,0.21000000000000085,1.05,True,False,-1.8299999999999983,-9.18,False
1995-01-16,AMBUJACEM,20.0,20.74,19.67,20.33,54000,91500.0,Monday,3,3,False,False,0.3299999999999983,1.65,True,False,0.21000000000000085,1.05,True,False,-1.8299999999999983,-9.18,False
1995-01-23,AMBUJACEM,20.17,20.33,19.26,20.33,27000,183000.0,Monday,4,4,True,True,0.0,0.0,False,False,0.21000000000000085,1.05,True,False,-1.8299999999999983,-9.18,False
1995-01-30,AMBUJACEM,20.33,20.67,19.8,20.67,54000,124000.0,Monday,5,5,False,False,0.3400000000000034,1.67,True,False,0.21000000000000085,1.05,True,False,-1.8299999999999983,-9.18,False
1995-02-06,AMBUJACEM,20.83,22.0,19.97,19.97,412500,6049900.0,Monday,1,6,False,True,-0.7000000000000028,-3.39,False,True,-1.879999999999999,-9.33,False,False,-1.8299999999999983,-9.18,False
1995-02-13,AMBUJACEM,20.33,20.67,19.4,19.4,210000,87300.0,Monday,2,7,True,False,-0.5700000000000003,-2.85,False,True,-1.879999999999999,-9.33,False,False,-1.8299999999999983,-9.18,False
1995-02-20,AMBUJACEM,19.43,19.83,18.0,18.8,556500,4794000.0,Monday,3,8,False,True,-0.5999999999999979,-3.09,False,True,-1.879999999999999,-9.33,False,False,-1.8299999999999983,-9.18,False
1995-02-27,AMBUJACEM,18.86,19.33,18.0,19.0,580500,940500.0,Monday,4,9,True,False,0.1999999999999993,1.06,True,True,-1.879999999999999,-9.33,False,False,-1.8299999999999983,-9.18,False
1995-03-06,AMBUJACEM,19.33,19.53,19.0,19.33,403500,724875.0,Monday,1,10,False,True,0.3299999999999983,1.74,True,False,-0.990000000000002,-5.42,False,False,-1.8299999999999983,-9.18,False
1995-03-13,AMBUJACEM,18.53,19.67,18.0,18.2,673500,5705700.0,Monday,2,11,True,False,-1.129999999999999,-5.85,False,False,-0.990000000000002,-5.42,False,False,-1.8299999999999983,-9.18,False
1995-03-20,AMBUJACEM,18.33,18.33,17.42,17.58,250500,474750.0,Monday,3,12,False,True,-0.620000000000001,-3.41,False,False,-0.990000000000002,-5.42,False,False,-1.8299999999999983,-9.18,False
1995-03-27,AMBUJACEM,17.33,18.0,17.27,17.27,181500,310860.0,Monday,4,13,True,False,-0.3099999999999987,-1.76,False,False,-0.990000000000002,-5.42,False,False,-1.8299999999999983,-9.18,False
